 h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
 V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK    RgDry    RgWet      Sg         Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  300.0    0  1.4690  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.980  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  400.0    0  1.4400  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.948  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  440.0    0  1.4330  0.998E-08  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.929  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  500.0    0  1.4310  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.899  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
  550.0    0  1.4300  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.869  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  600.0    0  1.4290  0.147E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.776  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  675.0    0  1.4286  0.161E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.689  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000  0.000
  800.0    0  1.4260  0.863E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.197  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000 -0.000
  870.0    0  1.4254  0.181E-06  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.083  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000  0.000
 1000.0    0  1.4220  0.153E-05  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.007  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000  0.000
 1020.0    0  1.4213  0.222E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.310  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
55555.6    0  1.9000  0.190E+00  0.80642  0.80642    0.60  0.000051  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000 -0.000  0.000  0.000  0.000
23529.4    0  1.9155  0.188E-01  0.80642  0.80642    0.60  0.000012  0.990  0.806  0.000  0.000  1.000  0.000  0.200  0.000 -0.000  0.000  0.000 -0.000
17699.1    0  1.8923  0.236E+00  0.80642  0.80642    0.60  0.000200  0.990  0.806  0.000  0.000  1.000  0.000  0.200  0.000 -0.000 -0.000 -0.000 -0.000
15037.6    0  1.5858  0.212E+00  0.80642  0.80642    0.60  0.000272  0.990  0.806  0.000  0.000  1.000  0.000  0.200  0.000 -0.000 -0.000 -0.000  0.000
13157.9    0  1.6817  0.196E+00  0.80642  0.80642    0.60  0.000266  0.990  0.806  0.000  0.000  1.000  0.000  0.200  0.000 -0.000 -0.000 -0.000  0.000
11111.1    0  1.7044  0.486E+00  0.80642  0.80642    0.60  0.000755  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000 -0.000  0.000  0.000 -0.000
 9708.7    0  1.8565  0.744E+00  0.80642  0.80642    0.60  0.001119  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000 -0.000 -0.000 -0.000  0.000
 8849.6    0  1.6203  0.715E+00  0.80642  0.80642    0.60  0.001459  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000 -0.000 -0.000 -0.000 -0.000
 7782.1    0  1.1366  0.425E+00  0.80642  0.80642    0.60  0.001453  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000  0.000  0.000
 6968.6    0  1.2605  0.132E+00  0.80642  0.80642    0.60  0.000461  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000  0.000
 6097.6    0  1.4291  0.182E+00  0.80642  0.80642    0.60  0.000648  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
 5154.6    0  1.3446  0.136E+00  0.80642  0.80642    0.60  0.000608  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
 4618.9    0  1.3832  0.117E+00  0.80642  0.80642    0.60  0.000569  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
 4319.7    0  1.3837  0.124E+00  0.80642  0.80642    0.60  0.000644  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
 4016.1    0  1.3844  0.126E+00  0.80642  0.80642    0.60  0.000704  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
 3418.8    0  1.3572  0.159E+00  0.80642  0.80642    0.60  0.001063  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
 3444.7    0  1.3636  0.160E+00  0.80642  0.80642    0.60  0.001057  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
 2777.0    0  1.3064  0.473E-01  0.80642  0.80642    0.60  0.000402  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
 2320.2    0  1.3633  0.406E-02  0.80642  0.80642    0.60  0.000040  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000  0.000  0.000
 2044.2    0  1.3818  0.589E-03  0.80642  0.80642    0.60  0.000006  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
 1778.4    0  1.3930  0.619E-03  0.80642  0.80642    0.60  0.000008  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
 1455.2    0  1.4048  0.128E-03  0.80642  0.80642    0.60  0.000002  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
 1270.3    0  1.4122  0.181E-04  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  944.3    0  1.4239  0.174E-05  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.007  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  693.5    0  1.4282  0.185E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.639  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000 -0.000
  527.1    0  1.4306  0.959E-08  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.887  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  399.8    0  1.4400  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.948  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  329.1    0  1.4587  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.972  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  229.8    0  1.4860  0.100E-07  0.80642  0.80642    0.60  0.000000  0.990  0.806  0.992  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
 7082.2    0  1.2350  0.149E+00  0.80642  0.80642    0.60  0.000520  0.990  0.806  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  300.0   50  1.3920  0.139E-07  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.988  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  400.0   50  1.3750  0.476E-08  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.989  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
  440.0   50  1.3716  0.419E-08  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.987  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  500.0   50  1.3690  0.421E-08  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.981  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  550.0   50  1.3680  0.483E-08  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.971  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000 -0.000
  600.0   50  1.3670  0.123E-07  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.910  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
  675.0   50  1.3660  0.209E-07  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.806  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  800.0   50  1.3640  0.111E-06  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.317  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000
  870.0   50  1.3633  0.101E-05  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.038  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
 1000.0   50  1.3610  0.240E-05  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.011  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
 1020.0   50  1.3605  0.456E-05  0.80642  1.20869    0.60  0.000000  0.990  1.209  0.005  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000 -0.000
55555.6   50  1.6630  0.284E+00  0.80642  1.20869    0.60  0.000311  0.990  1.209  0.000  0.000  1.000  0.000  0.200  0.000 -0.000 -0.000 -0.000  0.000
23529.4   50  1.6596  0.240E+00  0.80642  1.20869    0.60  0.000624  0.990  1.209  0.000  0.000  1.000  0.000  0.200  0.000 -0.000  0.000 -0.000 -0.000
17699.1   50  1.5819  0.359E+00  0.80642  1.20869    0.60  0.001315  0.990  1.209  0.000  0.000  1.000  0.000  0.500  0.000 -0.000  0.000 -0.000 -0.000
