 h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
 V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
13157.9   50  1.5337  0.292E+00  1.280  1.919    0.60  0.8538  0.990  1.919  0.235  0.177  1.000  0.531  0.549  0.096  0.008  0.000  0.000  0.000
11111.1   50  1.5882  0.344E+00  1.280  1.919    0.60  1.3020  0.990  1.919  0.309  0.271  1.000  0.812  0.608  0.143  0.016  0.001  0.000  0.000
 9708.7   50  1.6413  0.508E+00  1.280  1.919    0.60  1.9929  0.990  1.919  0.342  0.373  1.000  1.118  0.702  0.214  0.035  0.003  0.000  0.000
 8849.6   50  1.4307  0.516E+00  1.280  1.919    0.60  1.8478  0.990  1.919  0.293  0.418  1.000  1.254  0.795  0.307  0.064  0.007  0.000  0.000
 7782.1   50  1.2466  0.243E+00  1.280  1.919    0.60  1.0905  0.990  1.919  0.231  0.495  1.000  1.485  0.963  0.407  0.102  0.014  0.001  0.000
 6968.6   50  1.3269  0.172E+00  1.280  1.919    0.60  1.1599  0.990  1.919  0.351  0.604  1.000  1.812  1.230  0.532  0.155  0.027  0.003  0.000
 6097.6   50  1.4180  0.218E+00  1.280  1.919    0.60  1.7867  0.990  1.919  0.434  0.678  1.000  2.035  1.670  0.834  0.307  0.069  0.010  0.001
 5154.6   50  1.3078  0.147E+00  1.280  1.919    0.60  1.4878  0.990  1.919  0.444  0.731  1.000  2.194  2.199  1.323  0.582  0.176  0.037  0.005
 4618.9   50  1.3434  0.122E+00  1.280  1.919    0.60  1.7840  0.990  1.919  0.543  0.764  1.000  2.291  2.545  1.842  0.934  0.332  0.086  0.016
 4319.7   50  1.3490  0.116E+00  1.280  1.919    0.60  1.9481  0.990  1.919  0.570  0.789  1.000  2.368  2.727  2.195  1.231  0.488  0.145  0.030
 4016.1   50  1.3559  0.107E+00  1.280  1.919    0.60  2.1385  0.990  1.919  0.607  0.809  1.000  2.428  2.890  2.538  1.606  0.728  0.252  0.062
 3418.8   50  1.3709  0.124E+00  1.280  1.919    0.60  2.5584  0.990  1.919  0.605  0.840  1.000  2.520  3.291  3.280  2.708  1.757  0.857  0.299
 3444.7   50  1.3700  0.120E+00  1.280  1.919    0.60  2.5420  0.990  1.919  0.610  0.838  1.000  2.514  3.272  3.242  2.649  1.691  0.811  0.277
 2777.0   50  1.1943  0.474E-01  1.280  1.919    0.60  1.5307  0.990  1.919  0.647  0.884  1.000  2.651  3.662  3.955  3.624  2.866  1.839  0.921
 2320.2   50  1.3325  0.980E-03  1.280  1.919    0.60  3.6587  0.990  1.919  0.994  0.847  1.000  2.541  3.588  4.057  4.105  3.862  3.265  2.539
 2044.2   50  1.3546  0.233E-02  1.280  1.919    0.60  3.8998  0.990  1.919  0.985  0.833  1.000  2.500  3.564  4.067  4.313  4.260  4.016  3.627
 1778.4   50  1.3679  0.541E-02  1.280  1.919    0.60  3.4889  0.990  1.919  0.956  0.807  1.000  2.420  3.423  3.876  4.168  4.254  4.275  4.195
 1455.2   50  1.3775  0.919E-02  1.280  1.919    0.60  2.4230  0.990  1.919  0.875  0.728  1.000  2.185  2.958  2.994  3.182  3.198  3.310  3.570
 1270.3   50  1.3797  0.114E-01  1.280  1.919    0.60  2.0259  0.990  1.919  0.784  0.651  1.000  1.953  2.610  2.371  2.440  2.345  2.538  2.731
  944.3   50  1.3797  0.114E-01  1.280  1.919    0.60  2.5695  0.990  1.919  0.790  0.810  1.000  2.431  3.728  4.499  5.567  6.293  7.112  7.757
  693.5   50  1.3797  0.114E-01  1.280  1.919    0.60  2.1190  0.990  1.919  0.715  0.857  1.000  2.572  3.813  4.531  5.292  5.724  6.203  6.478
  527.1   50  1.3797  0.114E-01  1.280  1.919    0.60  2.4194  0.990  1.919  0.721  0.899  1.000  2.698  4.121  5.197  6.293  7.313  8.381  9.413
  399.8   50  1.3797  0.114E-01  1.280  1.919    0.60  2.2898  0.990  1.919  0.668  0.913  1.000  2.739  4.248  5.482  6.732  7.892  9.043 10.136
  329.1   50  1.3797  0.114E-01  1.280  1.919    0.60  2.1401  0.990  1.919  0.619  0.921  1.000  2.764  4.293  5.577  6.841  8.039  9.253 10.436
  229.8   50  1.3797  0.114E-01  1.280  1.919    0.60  2.1064  0.990  1.919  0.575  0.941  1.000  2.824  4.483  5.987  7.461  8.905 10.341 11.749
 7082.2   50  1.3166  0.180E+00  1.280  1.919    0.60  1.1350  0.990  1.919  0.332  0.589  1.000  1.768  1.186  0.510  0.145  0.024  0.003  0.000
  300.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1640  0.990  2.140  0.556  0.947  1.000  2.840  4.555  6.164  7.736  9.267 10.768 12.224
  400.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1823  0.990  2.140  0.577  0.932  1.000  2.796  4.405  5.847  7.256  8.610  9.952 11.244
  440.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1770  0.990  2.140  0.583  0.926  1.000  2.777  4.348  5.730  7.079  8.349  9.598 10.787
  500.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.2631  0.990  2.140  0.612  0.919  1.000  2.757  4.304  5.639  6.972  8.195  9.398 10.502
  550.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1197  0.990  2.140  0.597  0.899  1.000  2.696  4.130  5.296  6.482  7.557  8.626  9.564
  600.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.2660  0.990  2.140  0.631  0.899  1.000  2.698  4.137  5.302  6.508  7.627  8.754  9.771
  675.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.4042  0.990  2.140  0.666  0.901  1.000  2.704  4.129  5.267  6.420  7.479  8.570  9.608
  800.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.0873  0.990  2.140  0.635  0.863  1.000  2.590  3.812  4.601  5.377  5.865  6.419  6.852
  870.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.2330  0.990  2.140  0.667  0.873  1.000  2.618  3.903  4.760  5.615  6.176  6.735  7.063
 1000.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.6779  0.990  2.140  0.732  0.870  1.000  2.611  4.027  5.079  6.230  7.032  7.853  8.418
 1020.0   70  1.4179  0.173E-01  1.280  2.140    0.60  2.6950  0.990  2.140  0.735  0.873  1.000  2.619  4.025  5.078  6.267  7.116  7.914  8.464
55555.6   70  1.8355  0.478E+00  1.280  2.140    0.60  0.1846  0.990  2.140  0.013  0.013  1.000  0.039  0.500  0.006  0.000  0.000  0.000  0.000
23529.4   70  1.8130  0.494E+00  1.280  2.140    0.60  0.6144  0.990  2.140  0.124  0.073  1.000  0.218  0.508  0.034  0.001  0.000  0.000  0.000
17699.1   70  1.9871  0.642E+00  1.280  2.140    0.60  1.2693  0.990  2.140  0.254  0.141  1.000  0.423  0.525  0.058  0.003  0.000  0.000  0.000
15037.6   70  1.5717  0.318E+00  1.280  2.140    0.60  0.8940  0.990  2.140  0.236  0.171  1.000  0.512  0.545  0.090  0.007  0.000  0.000  0.000
13157.9   70  1.6893  0.278E+00  1.280  2.140    0.60  1.1372  0.990  2.140  0.367  0.248  1.000  0.743  0.586  0.117  0.011  0.001  0.000  0.000
11111.1   70  1.7564  0.559E+00  1.280  2.140    0.60  2.2072  0.990  2.140  0.368  0.365  1.000  1.094  0.680  0.193  0.030  0.002  0.000  0.000
 9708.7   70  1.8590  0.755E+00  1.280  2.140    0.60  2.7348  0.990  2.140  0.415  0.437  1.000  1.312  0.791  0.316  0.075  0.008  0.001  0.000
 8849.6   70  1.6034  0.777E+00  1.280  2.140    0.60  2.5345  0.990  2.140  0.377  0.498  1.000  1.495  0.961  0.473  0.140  0.020  0.002  0.000
 7782.1   70  1.1347  0.407E+00  1.280  2.140    0.60  1.5072  0.990  2.140  0.236  0.571  1.000  1.714  1.230  0.625  0.209  0.040  0.005  0.000
 6968.6   70  1.2809  0.172E+00  1.280  2.140    0.60  1.1954  0.990  2.140  0.335  0.668  1.000  2.004  1.545  0.744  0.258  0.056  0.008  0.001
 6097.6   70  1.4549  0.217E+00  1.280  2.140    0.60  2.1195  0.990  2.140  0.486  0.709  1.000  2.128  2.061  1.222  0.525  0.144  0.027  0.003
 5154.6   70  1.3515  0.151E+00  1.280  2.140    0.60  1.8876  0.990  2.140  0.507  0.768  1.000  2.305  2.573  1.890  0.971  0.352  0.093  0.017
 4618.9   70  1.4025  0.150E+00  1.280  2.140    0.60  2.3690  0.990  2.140  0.567  0.803  1.000  2.409  2.850  2.476  1.539  0.690  0.233  0.054
 4319.7   70  1.4035  0.143E+00  1.280  2.140    0.60  2.4955  0.990  2.140  0.585  0.815  1.000  2.446  3.005  2.773  1.936  0.999  0.389  0.104
 4016.1   70  1.4100  0.161E+00  1.280  2.140    0.60  2.6397  0.990  2.140  0.570  0.830  1.000  2.491  3.203  3.135  2.479  1.513  0.690  0.220
 3418.8   70  1.3584  0.195E+00  1.280  2.140    0.60  2.5468  0.990  2.140  0.519  0.865  1.000  2.596  3.540  3.815  3.507  2.747  1.720  0.835
 3444.7   70  1.3646  0.194E+00  1.280  2.140    0.60  2.5664  0.990  2.140  0.522  0.863  1.000  2.590  3.524  3.785  3.465  2.692  1.665  0.796
 2777.0   70  1.2728  0.350E-01  1.280  2.140    0.60  2.6282  0.990  2.140  0.802  0.885  1.000  2.656  3.749  4.218  4.192  3.702  2.932  1.968
 2320.2   70  1.3750  0.847E-02  1.280  2.140    0.60  3.8300  0.990  2.140  0.947  0.826  1.000  2.479  3.509  3.983  4.226  4.180  3.958  3.590
 2044.2   70  1.3969  0.106E-01  1.280  2.140    0.60  3.3157  0.990  2.140  0.914  0.790  1.000  2.370  3.298  3.679  3.960  4.052  4.105  4.071
 1778.4   70  1.4077  0.133E-01  1.280  2.140    0.60  2.5220  0.990  2.140  0.838  0.709  1.000  2.127  2.859  2.928  3.099  3.153  3.342  3.536
 1455.2   70  1.4162  0.160E-01  1.280  2.140    0.60  1.9760  0.990  2.140  0.710  0.637  1.000  1.910  2.575  2.404  2.748  2.752  3.115  3.362
 1270.3   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1678  0.990  2.140  0.716  0.770  1.000  2.311  3.345  3.817  4.649  5.205  5.725  6.104
  944.3   70  1.4179  0.173E-01  1.280  2.140    0.60  2.5272  0.990  2.140  0.710  0.873  1.000  2.620  3.996  5.022  6.086  6.820  7.525  8.035
  693.5   70  1.4179  0.173E-01  1.280  2.140    0.60  2.3748  0.990  2.140  0.664  0.898  1.000  2.693  4.095  5.192  6.272  7.255  8.285  9.289
  527.1   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1603  0.990  2.140  0.598  0.907  1.000  2.720  4.200  5.435  6.686  7.833  8.956  9.936
  399.8   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1831  0.990  2.140  0.577  0.932  1.000  2.796  4.406  5.848  7.258  8.613  9.956 11.249
  329.1   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1514  0.990  2.140  0.558  0.941  1.000  2.824  4.505  6.061  7.584  9.063 10.506 11.890
  229.8   70  1.4179  0.173E-01  1.280  2.140    0.60  2.1457  0.990  2.140  0.545  0.955  1.000  2.864  4.647  6.355  8.029  9.674 11.287 12.865
 7082.2   70  1.2553  0.183E+00  1.280  2.140    0.60  1.1459  0.990  2.140  0.299  0.656  1.000  1.969  1.487  0.715  0.244  0.051  0.007  0.001
  300.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.1365  0.990  2.301  0.568  0.940  1.000  2.821  4.491  6.033  7.549  9.034 10.504 11.936
  400.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.2390  0.990  2.301  0.612  0.928  1.000  2.785  4.369  5.772  7.165  8.516  9.862 11.160
  440.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.1478  0.990  2.301  0.605  0.917  1.000  2.751  4.263  5.555  6.831  8.041  9.263 10.445
  500.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.2967  0.990  2.301  0.642  0.915  1.000  2.744  4.265  5.544  6.839  8.019  9.214 10.312
  550.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.2333  0.990  2.301  0.645  0.902  1.000  2.705  4.162  5.345  6.564  7.664  8.764  9.744
  600.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.1135  0.990  2.301  0.634  0.879  1.000  2.638  3.987  5.004  6.097  7.067  8.028  8.867
  675.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.3737  0.990  2.301  0.693  0.891  1.000  2.673  4.071  5.137  6.278  7.328  8.430  9.431
  800.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.1837  0.990  2.301  0.689  0.867  1.000  2.601  3.847  4.651  5.471  6.105  6.812  7.458
  870.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.0739  0.990  2.301  0.675  0.841  1.000  2.524  3.670  4.332  5.047  5.408  5.838  6.146
 1000.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.4457  0.990  2.301  0.744  0.865  1.000  2.596  3.918  4.779  5.713  6.306  6.963  7.341
 1020.0   80  1.4200  0.137E-01  1.280  2.301    0.60  2.5339  0.990  2.301  0.752  0.862  1.000  2.585  3.923  4.866  5.883  6.532  7.167  7.628
55555.6   80  1.8123  0.377E+00  1.280  2.301    0.60  0.1624  0.990  2.301  0.017  0.015  1.000  0.046  0.500  0.007  0.000  0.000  0.000  0.000
23529.4   80  1.7926  0.394E+00  1.280  2.301    0.60  0.5746  0.990  2.301  0.156  0.085  1.000  0.254  0.510  0.040  0.001  0.000  0.000  0.000
17699.1   80  1.9542  0.666E+00  1.280  2.301    0.60  1.4923  0.990  2.301  0.274  0.161  1.000  0.484  0.533  0.068  0.004  0.000  0.000  0.000
15037.6   80  1.5722  0.269E+00  1.280  2.301    0.60  0.8967  0.990  2.301  0.284  0.201  1.000  0.603  0.561  0.105  0.009  0.000  0.000  0.000
13157.9   80  1.6818  0.227E+00  1.280  2.301    0.60  1.1697  0.990  2.301  0.429  0.293  1.000  0.878  0.618  0.138  0.016  0.001  0.000  0.000
11111.1   80  1.8154  0.557E+00  1.280  2.301    0.60  2.4636  0.990  2.301  0.404  0.423  1.000  1.270  0.745  0.236  0.044  0.004  0.000  0.000
 9708.7   80  1.8968  0.724E+00  1.280  2.301    0.60  2.8174  0.990  2.301  0.435  0.487  1.000  1.462  0.899  0.411  0.116  0.015  0.001  0.000
 8849.6   80  1.5905  0.805E+00  1.280  2.301    0.60  2.6024  0.990  2.301  0.387  0.548  1.000  1.643  1.128  0.613  0.215  0.036  0.004  0.000
 7782.1   80  1.0819  0.427E+00  1.280  2.301    0.60  1.5685  0.990  2.301  0.250  0.613  1.000  1.840  1.432  0.775  0.296  0.067  0.010  0.001
 6968.6   80  1.2648  0.119E+00  1.280  2.301    0.60  1.0523  0.990  2.301  0.391  0.698  1.000  2.095  1.752  0.881  0.328  0.080  0.013  0.001
 6097.6   80  1.4392  0.178E+00  1.280  2.301    0.60  2.1502  0.990  2.301  0.526  0.732  1.000  2.197  2.290  1.502  0.695  0.213  0.046  0.007
 5154.6   80  1.3947  0.131E+00  1.280  2.301    0.60  2.2463  0.990  2.301  0.583  0.792  1.000  2.376  2.745  2.271  1.309  0.532  0.163  0.035
 4618.9   80  1.4292  0.159E+00  1.280  2.301    0.60  2.6254  0.990  2.301  0.578  0.815  1.000  2.444  3.030  2.830  2.027  1.087  0.436  0.119
 4319.7   80  1.4226  0.148E+00  1.280  2.301    0.60  2.7215  0.990  2.301  0.593  0.827  1.000  2.480  3.184  3.111  2.462  1.508  0.686  0.216
 4016.1   80  1.4213  0.176E+00  1.280  2.301    0.60  2.7597  0.990  2.301  0.562  0.843  1.000  2.529  3.345  3.449  2.982  2.097  1.119  0.436
 3418.8   80  1.3373  0.207E+00  1.280  2.301    0.60  2.5080  0.990  2.301  0.503  0.878  1.000  2.635  3.675  4.090  3.935  3.333  2.370  1.353
 3444.7   80  1.3447  0.208E+00  1.280  2.301    0.60  2.5294  0.990  2.301  0.505  0.877  1.000  2.630  3.660  4.064  3.898  3.285  2.315  1.306
 2777.0   80  1.2968  0.202E-01  1.280  2.301    0.60  3.1520  0.990  2.301  0.885  0.875  1.000  2.624  3.734  4.273  4.355  4.071  3.438  2.638
 2320.2   80  1.3763  0.346E-02  1.280  2.301    0.60  3.8678  0.990  2.301  0.974  0.811  1.000  2.434  3.483  3.927  4.172  4.271  4.118  3.996
 2044.2   80  1.3966  0.455E-02  1.280  2.301    0.60  3.2003  0.990  2.301  0.952  0.751  1.000  2.253  3.186  3.368  3.606  3.722  3.767  3.991
 1778.4   80  1.4098  0.796E-02  1.280  2.301    0.60  2.1316  0.990  2.301  0.874  0.660  1.000  1.979  2.579  2.308  2.451  2.372  2.470  2.792
 1455.2   80  1.4183  0.120E-01  1.280  2.301    0.60  1.9712  0.990  2.301  0.762  0.664  1.000  1.992  2.770  2.770  3.431  3.565  4.025  4.252
 1270.3   80  1.4200  0.137E-01  1.280  2.301    0.60  2.4401  0.990  2.301  0.777  0.812  1.000  2.436  3.666  4.360  5.395  6.068  6.764  7.180
  944.3   80  1.4200  0.137E-01  1.280  2.301    0.60  2.2196  0.990  2.301  0.713  0.859  1.000  2.578  3.809  4.557  5.318  5.766  6.263  6.548
  693.5   80  1.4200  0.137E-01  1.280  2.301    0.60  2.4436  0.990  2.301  0.702  0.891  1.000  2.674  4.070  5.156  6.297  7.342  8.438  9.492
  527.1   80  1.4200  0.137E-01  1.280  2.301    0.60  2.3277  0.990  2.301  0.652  0.912  1.000  2.735  4.243  5.504  6.789  7.961  9.121 10.191
  399.8   80  1.4200  0.137E-01  1.280  2.301    0.60  2.2378  0.990  2.301  0.612  0.928  1.000  2.785  4.369  5.771  7.165  8.517  9.862 11.160
