,h2so4,RRTMG,LUT,interpolated,from,GADS,(DAR,09/2013)
,V0.1,-,contains,Fast-J,wavelengths,but,is,the,same,as,the,original,jv_spec.dat,values
,w(nm),RH,,N,,iK,RgDry,RgWet,Sg,,Q,Alpha,r-eff,ss-alb,g-sym,pi(0),pi(1),pi(2),pi(3),pi(4),pi(5),pi(6),pi(7)
,300.0,0,1.3326,0.000E+00,3.226,3.226,0.60,1.9956,0.990,3.226,1.000,0.859,1.000,2.577,3.906,4.581,5.186,5.740,6.262,6.966
,400.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.0372,0.990,3.226,1.000,0.848,1.000,2.544,3.850,4.478,5.032,5.621,6.111,6.796
,440.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.3143,0.990,3.226,1.000,0.832,1.000,2.495,3.853,4.542,5.327,6.034,6.732,7.511
,500.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.0015,0.990,3.226,1.000,0.815,1.000,2.445,3.701,4.220,4.807,5.276,5.693,6.202
,550.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.2530,0.990,3.226,1.000,0.858,1.000,2.574,3.934,4.673,5.425,6.033,6.645,7.327
,600.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.3251,0.990,3.226,1.000,0.824,1.000,2.473,3.808,4.465,5.232,5.993,6.632,7.361
,675.0,0,1.3326,0.000E+00,3.226,3.226,0.60,1.9619,0.990,3.226,1.000,0.827,1.000,2.480,3.691,4.154,4.580,4.963,5.322,5.798
,800.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.5527,0.990,3.226,1.000,0.831,1.000,2.493,3.831,4.522,5.228,6.053,6.702,7.525
,870.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.2819,0.990,3.226,1.000,0.815,1.000,2.444,3.681,4.187,4.790,5.230,5.689,6.139
,1000.0,0,1.3326,0.000E+00,3.226,3.226,0.60,1.8637,0.990,3.226,1.000,0.814,1.000,2.443,3.579,3.904,4.278,4.297,4.334,4.332
,1020.0,0,1.3326,0.000E+00,3.226,3.226,0.60,2.0420,0.990,3.226,1.000,0.790,1.000,2.369,3.553,3.959,4.478,4.666,4.797,4.781
55555.6,0,1.1684,0.258E+00,3.226,3.226,0.60,0.2407,0.990,3.226,0.008,0.023,1.000,0.068,0.501,0.016,0.000,0.000,0.000,0.000
23529.4,0,1.1684,0.258E+00,3.226,3.226,0.60,0.5958,0.990,3.226,0.073,0.134,1.000,0.401,0.533,0.093,0.007,0.000,0.000,0.000
17699.1,0,1.1684,0.258E+00,3.226,3.226,0.60,0.7901,0.990,3.226,0.126,0.252,1.000,0.757,0.615,0.183,0.025,0.002,0.000,0.000
15037.6,0,1.1684,0.258E+00,3.226,3.226,0.60,0.9171,0.990,3.226,0.159,0.362,1.000,1.087,0.742,0.281,0.054,0.006,0.000,0.000
13157.9,0,1.1684,0.258E+00,3.226,3.226,0.60,1.0303,0.990,3.226,0.185,0.475,1.000,1.424,0.938,0.409,0.103,0.015,0.001,0.000
11111.1,0,1.1796,0.164E+00,3.226,3.226,0.60,0.8792,0.990,3.226,0.221,0.613,1.000,1.840,1.318,0.625,0.201,0.039,0.005,0.000
,9708.7,0,1.3159,0.103E+00,3.226,3.226,0.60,1.1835,0.990,3.226,0.490,0.697,1.000,2.091,1.772,0.879,0.327,0.079,0.013,0.001
,8849.6,0,1.2787,0.149E+00,3.226,3.226,0.60,1.3496,0.990,3.226,0.402,0.728,1.000,2.185,2.122,1.232,0.528,0.155,0.031,0.004
,7782.1,0,1.2991,0.655E-01,3.226,3.226,0.60,1.3612,0.990,3.226,0.630,0.750,1.000,2.249,2.462,1.688,0.823,0.282,0.070,0.013
,6968.6,0,1.3311,0.555E-01,3.226,3.226,0.60,1.8056,0.990,3.226,0.717,0.793,1.000,2.378,2.759,2.289,1.331,0.537,0.166,0.037
,6097.6,0,1.3533,0.119E+00,3.226,3.226,0.60,2.3341,0.990,3.226,0.595,0.831,1.000,2.493,3.157,3.016,2.279,1.293,0.556,0.170
,5154.6,0,1.3366,0.293E-01,3.226,3.226,0.60,2.7349,0.990,3.226,0.852,0.839,1.000,2.516,3.347,3.462,3.037,2.260,1.287,0.520
,4618.9,0,1.3577,0.343E-01,3.226,3.226,0.60,3.1970,0.990,3.226,0.838,0.852,1.000,2.555,3.497,3.808,3.623,3.053,2.209,1.282
,4319.7,0,1.3621,0.267E-01,3.226,3.226,0.60,3.4810,0.990,3.226,0.869,0.850,1.000,2.550,3.546,3.915,3.900,3.478,2.782,1.918
