,w(nm),Rdry_um,RH_%,wp_%,Rwet_um,N,iK
67,1000.0,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.42001,0.013669999999999998
68,1000.0,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.42001,0.013669999999999998
69,1000.0,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.42001,0.013669999999999998
70,1020.0,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.33259,0.0
71,1020.0,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.37965,0.01137
72,1020.0,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.4179,0.01732
73,1020.0,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.42001,0.013669999999999998
74,1020.0,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.42001,0.013669999999999998
75,1020.0,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.42001,0.013669999999999998
76,1020.0,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.42001,0.013669999999999998
77,55555.6,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.1684,0.25825
78,55555.6,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.73426,0.38591
79,55555.6,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.8354599999999999,0.47823999999999994
80,55555.6,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.8123099999999999,0.37651999999999997
81,55555.6,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.8123099999999999,0.37651999999999997
82,55555.6,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.8123099999999999,0.37651999999999997
83,55555.6,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.8123099999999999,0.37651999999999997
84,23529.4,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.1684,0.25825
85,23529.4,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.7348700000000001,0.39474000000000004
86,23529.4,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.81303,0.49368
87,23529.4,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.7925799999999998,0.3944
88,23529.4,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.7925799999999998,0.3944
89,23529.4,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.7925799999999998,0.3944
90,23529.4,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.7925799999999998,0.3944
91,17699.1,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.1684,0.25825
92,17699.1,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.7588,0.44598000000000004
93,17699.1,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.98708,0.64156
94,17699.1,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.9542,0.66577
95,17699.1,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.9542,0.66577
96,17699.1,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.9542,0.66577
97,17699.1,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.9542,0.66577
98,15037.6,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.1684,0.25825
99,15037.6,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.50274,0.36167
100,15037.6,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.5716700000000001,0.31803000000000003
101,15037.6,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.57217,0.26882
102,15037.6,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.57217,0.26882
103,15037.6,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.57217,0.26882
104,15037.6,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.57217,0.26882
105,13157.9,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.1684,0.25825
106,13157.9,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.53372,0.29223000000000005
107,13157.9,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.68928,0.27793
108,13157.9,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.6818400000000002,0.22673000000000001
109,13157.9,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.6818400000000002,0.22673000000000001
110,13157.9,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.6818400000000002,0.22673000000000001
111,13157.9,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.6818400000000002,0.22673000000000001
112,11111.1,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.17963,0.16362000000000002
113,11111.1,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.58816,0.34449
114,11111.1,0.00039422487000000003,70.0,30.549615354778165,0.0006591782353036062,1.75642,0.55945
115,11111.1,0.00039422487000000003,80.0,25.469146223621202,0.0007086883539724447,1.8153599999999999,0.55738
116,11111.1,0.00039422487000000003,90.0,17.952167849327296,0.0008110799968388183,1.8153599999999999,0.55738
117,11111.1,0.00039422487000000003,95.0,15.0,0.0008676498096584677,1.8153599999999999,0.55738
118,11111.1,0.00039422487000000003,99.0,15.0,0.0008676498096584677,1.8153599999999999,0.55738
119,9708.7,0.00039422487000000003,0.0,99.0,0.00039422487000000003,1.31588,0.10282999999999999
120,9708.7,0.00039422487000000003,50.0,39.84258087455865,0.000590875312544603,1.64126,0.50805
