,Rdry_um,RH_%,wp_%,Rwet_um
171,0.1008026,80.0,25.4691462236212,0.1812103550700461
172,0.1008026,90.0,17.952167849327296,0.20739171653311642
173,0.1008026,95.0,15.0,0.2218565173300169
174,0.1008026,99.0,15.0,0.2218565173300169
175,0.1270033,0.0,99.0,0.1270033
176,0.1270033,50.0,39.84258087455865,0.1903561147263387
177,0.1270033,70.0,30.549615354778165,0.21236055242210994
178,0.1270033,80.0,25.4691462236212,0.22831070912920481
179,0.1270033,90.0,17.952167849327296,0.26129715297393463
180,0.1270033,95.0,15.0,0.27952165745148766
181,0.1270033,99.0,15.0,0.27952165745148766
182,0.1600141,0.0,99.0,0.1600141
183,0.1600141,50.0,39.84258087455865,0.23983362934216537
184,0.1600141,70.0,30.549615354778165,0.2675574782019581
185,0.1600141,80.0,25.4691462236212,0.2876534124835456
186,0.1600141,90.0,17.952167849327296,0.32921371937332705
187,0.1600141,95.0,15.0,0.352175151729192
188,0.1600141,99.0,15.0,0.352175151729192
189,0.2016051,0.0,99.0,0.2016051
190,0.2016051,50.0,39.84258087455865,0.3021713888144244
191,0.2016051,70.0,30.549615354778165,0.33710124388196777
192,0.2016051,80.0,25.4691462236212,0.36242053037255134
193,0.2016051,90.0,17.952167849327296,0.41478322732578904
194,0.2016051,95.0,15.0,0.44371281456995937
195,0.2016051,99.0,15.0,0.44371281456995937
196,0.2540065,0.0,99.0,0.2540065
197,0.2540065,50.0,39.84258087455865,0.3807120795698675
198,0.2540065,70.0,30.549615354778165,0.4247209376355313
199,0.2540065,80.0,25.4691462236212,0.4566212384908689
200,0.2540065,90.0,17.952167849327296,0.5225941002074255
201,0.2540065,95.0,15.0,0.559043094812901
202,0.2540065,99.0,15.0,0.559043094812901
203,0.3200282,0.0,99.0,0.3200282
204,0.3200282,50.0,39.84258087455865,0.4796672586843307
205,0.3200282,70.0,30.549615354778165,0.535114956403916
206,0.3200282,80.0,25.4691462236212,0.5753068249670912
207,0.3200282,90.0,17.952167849327296,0.6584274387466541
208,0.3200282,95.0,15.0,0.7043503034583839
209,0.3200282,99.0,15.0,0.7043503034583839
210,0.4032103,0.0,99.0,0.4032103
211,0.4032103,50.0,39.84258087455865,0.6043429275116586
212,0.4032103,70.0,30.549615354778165,0.6742026549726241
213,0.4032103,80.0,25.4691462236212,0.7248412405126434
214,0.4032103,90.0,17.952167849327296,0.8295666603920219
215,0.4032103,95.0,15.0,0.887425849229993
216,0.4032103,99.0,15.0,0.887425849229993
217,0.5080131,0.0,99.0,0.5080131
218,0.5080131,50.0,39.84258087455865,0.7614243090225449
219,0.5080131,70.0,30.549615354778165,0.8494420424797511
220,0.5080131,80.0,25.4691462236212,0.9132426567492784
221,0.5080131,90.0,17.952167849327296,1.0451884061552947
222,0.5080131,95.0,15.0,1.1180864097158763
223,0.5080131,99.0,15.0,1.1180864097158763
224,0.6400564,0.0,99.0,0.6400564
225,0.6400564,50.0,39.84258087455865,0.9593345173686614
226,0.6400564,70.0,30.549615354778165,1.070229912807832
227,0.6400564,80.0,25.4691462236212,1.1506136499341824
228,0.6400564,90.0,17.952167849327296,1.3168548774933082
229,0.6400564,95.0,15.0,1.4087006069167678
230,0.6400564,99.0,15.0,1.4087006069167678
231,0.8064206,0.0,99.0,0.8064206
232,0.8064206,50.0,39.84258087455865,1.2086858550233173
233,0.8064206,70.0,30.549615354778165,1.3484053099452482
234,0.8064206,80.0,25.4691462236212,1.4496824810252869
235,0.8064206,90.0,17.952167849327296,1.6591333207840435
236,0.8064206,95.0,15.0,1.774851698459986
237,0.8064206,99.0,15.0,1.774851698459986
238,1.0160263,0.0,99.0,1.0160263
239,1.0160263,50.0,39.84258087455865,1.5228487679278997
240,1.0160263,70.0,30.549615354778165,1.6988842521681908
241,1.0160263,80.0,25.4691462236212,1.8264854932660974
242,1.0160263,90.0,17.952167849327296,2.090377018051033
243,1.0160263,95.0,15.0,2.2361730395218267
244,1.0160263,99.0,15.0,2.2361730395218267
245,1.2801129,0.0,99.0,1.2801129
246,1.2801129,50.0,39.84258087455865,1.9186691846201327
247,1.2801129,70.0,30.549615354778165,2.140459992824353
