 h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
 V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  300.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0005  0.990  0.013  1.000  0.013  1.000  0.038  0.500  0.008  0.000  0.000  0.000  0.000
  400.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0002  0.990  0.013  1.000  0.007  1.000  0.022  0.500  0.005  0.000  0.000  0.000  0.000
  440.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0001  0.990  0.013  1.000  0.006  1.000  0.018  0.500  0.004  0.000  0.000  0.000  0.000
  500.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0001  0.990  0.013  1.000  0.005  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
  550.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
  600.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
  675.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.003  1.000  0.008  0.500  0.002  0.000  0.000  0.000  0.000
  800.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000 -0.000
  870.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000 -0.000
 1000.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000 -0.000
 1020.0    0  1.3326  0.000E+00  0.013  0.013    0.60  0.0000  0.990  0.013  1.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
55555.6    0  1.1684  0.258E+00  0.013  0.013    0.60  0.0009  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
23529.4    0  1.1684  0.258E+00  0.013  0.013    0.60  0.0022  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
17699.1    0  1.1684  0.258E+00  0.013  0.013    0.60  0.0029  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000  0.000  0.000
15037.6    0  1.1684  0.258E+00  0.013  0.013    0.60  0.0034  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
13157.9    0  1.1684  0.258E+00  0.013  0.013    0.60  0.0039  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000 -0.000 -0.000 -0.000
11111.1    0  1.1796  0.164E+00  0.013  0.013    0.60  0.0029  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000 -0.000  0.000
 9708.7    0  1.3159  0.103E+00  0.013  0.013    0.60  0.0019  0.990  0.013  0.000  0.000  1.000  0.000  0.500  0.000  0.000  0.000  0.000 -0.000
