 h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
 V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  300.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.2361  0.990  0.064  1.000  0.343  1.000  1.029  0.707  0.223  0.037  0.004  0.000  0.000
  400.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0946  0.990  0.064  1.000  0.184  1.000  0.551  0.559  0.115  0.011  0.001  0.000  0.000
  440.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0674  0.990  0.064  1.000  0.151  1.000  0.452  0.540  0.094  0.007  0.000  0.000  0.000
  500.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0420  0.990  0.064  1.000  0.116  1.000  0.348  0.524  0.072  0.004  0.000  0.000  0.000
  550.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0293  0.990  0.064  1.000  0.096  1.000  0.287  0.516  0.060  0.003  0.000  0.000  0.000
  600.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0210  0.990  0.064  1.000  0.080  1.000  0.241  0.511  0.050  0.002  0.000  0.000  0.000
  675.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0133  0.990  0.064  1.000  0.064  1.000  0.191  0.507  0.040  0.001  0.000  0.000  0.000
  800.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0068  0.990  0.064  1.000  0.045  1.000  0.136  0.504  0.028  0.001  0.000  0.000  0.000
  870.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0049  0.990  0.064  1.000  0.038  1.000  0.115  0.503  0.024  0.000  0.000  0.000  0.000
 1000.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0028  0.990  0.064  1.000  0.029  1.000  0.087  0.501  0.018  0.000  0.000  0.000  0.000
 1020.0    0  1.3326  0.000E+00  0.064  0.064    0.60  0.0026  0.990  0.064  1.000  0.028  1.000  0.084  0.501  0.017  0.000  0.000  0.000  0.000
