,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,300.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
1,400.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
2,440.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
3,500.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
4,550.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
5,600.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
6,675.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
7,800.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
8,870.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
9,1000.0,0.0,1.33259,0.0,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994,0.00039422487,0.0004961000000000001,0.0006251000000000001,0.0007875,0.0009922000000000002,0.0012501,0.001575,0.0019844000000000003,0.0025002,0.0031501,0.0039689,0.0050004,0.0063002,0.007937699999999999,0.0100009,0.012600299999999998,0.015875399999999998,0.0200018,0.0252006,0.0317508,0.0400035,0.0504013,0.06350159999999999,0.08000700000000001,0.1008026,0.1270033,0.16001410000000002,0.2016051,0.2540065,0.32002820000000004,0.4032103,0.5080131,0.6400564000000001,0.8064206,1.0160263,1.2801129,1.6128411,2.0320525000000003,2.5602257,3.2256822999999994
