 h2so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
 V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  300.0    0  1.3326  0.000E+00  0.806  0.806    0.60  2.6894  0.990  0.806  1.000  0.846  1.000  2.537  3.921  4.697  5.595  6.261  6.954  7.513
  400.0    0  1.3326  0.000E+00  0.806  0.806    0.60  1.8787  0.990  0.806  1.000  0.712  1.000  2.135  3.042  3.006  3.198  3.326  3.544  3.685
  440.0    0  1.3326  0.000E+00  0.806  0.806    0.60  1.8585  0.990  0.806  1.000  0.633  1.000  1.899  2.614  2.277  2.150  1.908  1.937  1.933
  500.0    0  1.3326  0.000E+00  0.806  0.806    0.60  2.0192  0.990  0.806  1.000  0.702  1.000  2.107  2.828  2.637  2.509  2.348  2.203  2.279
  550.0    0  1.3326  0.000E+00  0.806  0.806    0.60  2.5557  0.990  0.806  1.000  0.757  1.000  2.270  3.159  3.290  3.374  3.377  3.380  3.489
  600.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.0073  0.990  0.806  1.000  0.791  1.000  2.374  3.375  3.712  3.986  4.075  4.159  4.300
  675.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.6164  0.990  0.806  1.000  0.826  1.000  2.479  3.581  4.106  4.459  4.634  4.663  4.727
  800.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.9438  0.990  0.806  1.000  0.844  1.000  2.531  3.667  4.237  4.518  4.586  4.382  4.132
  870.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.9368  0.990  0.806  1.000  0.851  1.000  2.554  3.655  4.206  4.449  4.356  4.055  3.551
 1000.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.6337  0.990  0.806  1.000  0.844  1.000  2.533  3.565  3.997  4.027  3.727  3.095  2.334
 1020.0    0  1.3326  0.000E+00  0.806  0.806    0.60  3.6049  0.990  0.806  1.000  0.844  1.000  2.532  3.556  3.959  3.978  3.628  2.977  2.189
55555.6    0  1.1684  0.258E+00  0.806  0.806    0.60  0.0589  0.990  0.806  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000 -0.000
23529.4    0  1.1684  0.258E+00  0.806  0.806    0.60  0.1400  0.990  0.806  0.002  0.008  1.000  0.023  0.500  0.005  0.000  0.000  0.000  0.000
17699.1    0  1.1684  0.258E+00  0.806  0.806    0.60  0.1873  0.990  0.806  0.004  0.014  1.000  0.042  0.500  0.010  0.000  0.000  0.000  0.000
15037.6    0  1.1684  0.258E+00  0.806  0.806    0.60  0.2216  0.990  0.806  0.006  0.019  1.000  0.058  0.501  0.013  0.000  0.000  0.000  0.000
13157.9    0  1.1684  0.258E+00  0.806  0.806    0.60  0.2546  0.990  0.806  0.009  0.025  1.000  0.075  0.501  0.017  0.000  0.000  0.000  0.000
11111.1    0  1.1796  0.164E+00  0.806  0.806    0.60  0.1921  0.990  0.806  0.014  0.036  1.000  0.107  0.502  0.024  0.000  0.000  0.000  0.000
 9708.7    0  1.3159  0.103E+00  0.806  0.806    0.60  0.1396  0.990  0.806  0.058  0.049  1.000  0.148  0.504  0.031  0.001  0.000  0.000  0.000
 8849.6    0  1.2787  0.149E+00  0.806  0.806    0.60  0.2233  0.990  0.806  0.047  0.059  1.000  0.176  0.506  0.038  0.001  0.000  0.000  0.000
 7782.1    0  1.2991  0.655E-01  0.806  0.806    0.60  0.1252  0.990  0.806  0.130  0.077  1.000  0.230  0.510  0.049  0.002  0.000  0.000  0.000
 6968.6    0  1.3311  0.555E-01  0.806  0.806    0.60  0.1343  0.990  0.806  0.221  0.097  1.000  0.291  0.517  0.060  0.003  0.000  0.000  0.000
